record_id,region,location_name,latitude,longitude,month,year,habitat_class,flooded_area_km2,water_depth_cm,inundation_duration_days,vegetation_type,canopy_cover_percent,floating_vegetation_present,substrate_type,water_flow_rate,nutrient_level,suitable_for_aquatic_plants,suitable_for_flood_forest_trees,suitable_for_macrophytes,suitable_for_rice_cultivation,habitat_productivity_index
764,Amazon_Mainstem_East,Site_0764,-5.2464,-63.6299,Jun,1988,River_Channel,4424,984,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,40
765,Amazon_Mainstem,Site_0765,-4.2594,-70.1087,Nov,1983,River_Channel,5114,1026,30,None,0,No,Mud,Fast,Moderate,Yes,No,No,No,25
766,Amazon_Mainstem_West,Site_0766,-0.9601,-55.6531,Jul,1985,Flooded_Forest,59878,592,4,Flooded_Shrubs,94,Yes,Sand,Slow,High,No,Yes,No,No,70
767,Amazon_Mainstem_West,Site_0767,-5.5476,-71.9416,Feb,1980,Open_Water,38582,745,30,None,0,No,Mud,Slow,Low,Yes,No,No,No,40
768,Amazon_Mainstem,Site_0768,-6.7364,-56.1663,Feb,1993,Open_Water,56288,487,30,None,0,No,Mud,Moderate,Moderate,Yes,No,No,No,55
769,Amazon_Mainstem,Site_0769,-1.9084,-56.8661,Feb,1982,Open_Water,52994,716,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,40
770,Amazon_Mainstem_West,Site_0770,-2.9739,-60.8275,Oct,1995,River_Channel,3598,1480,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,40
771,Amazon_Mainstem,Site_0771,-4.4355,-62.2423,Dec,1992,River_Channel,5167,464,30,None,0,No,Organic_Matter,Fast,Low,Yes,No,No,No,50
772,Amazon_Central,Site_0772,-1.6056,-66.4448,Jan,1996,River_Channel,5240,1438,30,None,0,No,Mud,Fast,Moderate,Yes,No,No,No,25
773,Amazon_Central,Site_0773,-1.3724,-59.8952,Mar,1995,Macrophyte,67276,113,26,Emergent_Vegetation,81,Yes,Sand,Stagnant,High,Yes,Marginal,Yes,Yes,95
774,Amazon_Central,Site_0774,-6.8784,-58.0295,Mar,1986,River_Channel,5364,687,30,None,0,No,Mud,Fast,Moderate,Yes,No,No,No,25
775,Amazon_Mainstem_West,Site_0775,-3.713,-68.4538,Mar,1989,River_Channel,5708,1275,30,None,0,No,Clay,Fast,Moderate,Yes,No,No,No,25
776,Amazon_Mainstem,Site_0776,-6.1015,-60.1141,Dec,1988,Macrophyte,58018,214,16,Floating_Macrophytes,48,Yes,Clay,Slow,Moderate,Yes,No,Yes,No,80
777,Amazon_Mainstem_East,Site_0777,-2.0783,-57.5009,Sep,1981,Macrophyte,58813,171,18,Floating_Macrophytes,67,Yes,Sand,Slow,High,Yes,No,Yes,Yes,100
778,Amazon_Mainstem_West,Site_0778,-5.4789,-63.5767,Sep,1986,Open_Water,36042,583,30,None,0,No,Mixed,Slow,Low,Yes,No,No,No,40
779,Amazon_Mainstem_East,Site_0779,-5.7742,-70.4656,Nov,1987,Macrophyte,47365,164,10,Aquatic_Grasses,50,Yes,Organic_Matter,Stagnant,Moderate,No,No,Yes,Yes,85
780,Amazon_Mainstem_East,Site_0780,-5.6597,-68.5578,Apr,1984,Open_Water,47900,660,30,None,0,No,Mixed,Slow,Moderate,Yes,No,No,No,40
781,Amazon_Mainstem_West,Site_0781,-2.1791,-69.2707,Aug,1985,Macrophyte,47297,116,19,Emergent_Vegetation,61,Yes,Mixed,Slow,High,Yes,Marginal,Yes,Yes,100
782,Amazon_Mainstem,Site_0782,-4.4495,-55.0148,Apr,1985,Macrophyte,61357,162,21,Emergent_Vegetation,70,Yes,Mixed,Stagnant,Moderate,Yes,No,Yes,Yes,75
783,Amazon_Mainstem_West,Site_0783,-7.0663,-61.6581,Jul,1992,River_Channel,4343,970,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,40
784,Amazon_Central,Site_0784,-2.8625,-68.9697,Jul,1994,Macrophyte,54047,128,9,Floating_Macrophytes,81,Yes,Clay,Stagnant,Moderate,No,Marginal,Yes,Yes,75
785,Amazon_Central,Site_0785,-0.5072,-67.3253,Feb,1988,Macrophyte,46857,88,29,Floating_Macrophytes,70,Yes,Clay,Slow,High,Yes,Marginal,Yes,Yes,85
786,Amazon_Central,Site_0786,-3.6737,-62.8382,Apr,1990,Flooded_Forest,132480,595,28,Flooded_Trees,65,Yes,Clay,Slow,High,No,Yes,Marginal,No,70
787,Amazon_Mainstem_West,Site_0787,-6.4651,-68.2348,Jan,1983,Open_Water,49579,590,30,None,0,No,Organic_Matter,Slow,Moderate,Yes,No,No,No,50
788,Amazon_Central,Site_0788,-5.7456,-69.9629,Jan,1991,River_Channel,5967,1348,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
789,Amazon_Central,Site_0789,-2.3043,-66.8667,May,1993,River_Channel,5902,1141,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,50
790,Amazon_Mainstem,Site_0790,-0.3652,-69.4395,Feb,1982,River_Channel,5371,735,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,40
791,Amazon_Mainstem_West,Site_0791,-1.0027,-69.4159,Apr,1985,River_Channel,5907,564,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,40
792,Amazon_Central,Site_0792,-3.4766,-58.1542,Sep,1993,Open_Water,34756,218,30,None,0,No,Clay,Slow,Low,Yes,No,No,No,70
793,Amazon_Mainstem,Site_0793,-5.2077,-57.3077,May,1980,Macrophyte,50947,117,28,Aquatic_Grasses,49,Yes,Organic_Matter,Slow,Moderate,Yes,Marginal,Yes,Yes,90
794,Amazon_Central,Site_0794,-4.1972,-59.5828,May,1983,Macrophyte,71924,52,24,Aquatic_Grasses,61,Yes,Organic_Matter,Slow,High,Yes,Marginal,Yes,Yes,95
795,Amazon_Central,Site_0795,-4.7677,-59.1007,Feb,1988,Flooded_Forest,104212,542,28,Flooded_Shrubs,79,No,Clay,Slow,Very_High,No,Yes,No,No,70
796,Amazon_Mainstem,Site_0796,-6.1028,-71.6657,Jun,1981,Flooded_Forest,163357,365,27,Flooded_Shrubs,77,Yes,Clay,Slow,High,No,Yes,No,No,85
797,Amazon_Mainstem,Site_0797,-5.0377,-58.1829,Dec,1995,Flooded_Forest,48847,502,14,Flooded_Trees,95,Yes,Mud,Slow,Very_High,No,Yes,No,No,70
798,Amazon_Mainstem_East,Site_0798,-6.3217,-66.0669,Nov,1996,Open_Water,32673,599,30,None,0,No,Mixed,Slow,Low,Yes,No,No,No,40
799,Amazon_Central,Site_0799,-3.1674,-54.2331,Oct,1991,Flooded_Forest,79370,156,12,Flooded_Trees,93,No,Organic_Matter,Slow,Very_High,No,Yes,No,No,100
800,Amazon_Central,Site_0800,-5.5326,-54.868,Jun,1989,Open_Water,49373,439,30,None,0,No,Sand,Slow,Moderate,Yes,No,No,No,55
801,Amazon_Mainstem,Site_0801,-1.6102,-56.2789,Jun,1988,River_Channel,5216,1162,30,None,0,No,Mud,Fast,Low,Yes,No,No,No,25
802,Amazon_Central,Site_0802,-3.3163,-55.4585,Feb,1989,Macrophyte,70599,232,21,Aquatic_Grasses,84,Yes,Mixed,Stagnant,High,Yes,No,Yes,No,95
803,Amazon_Mainstem,Site_0803,-2.7309,-63.0443,Apr,1996,Macrophyte,66527,216,27,Aquatic_Grasses,90,Yes,Sand,Slow,Moderate,Yes,No,Yes,No,80
804,Amazon_Mainstem_West,Site_0804,-5.7788,-57.3293,Oct,1991,Flooded_Forest,32969,490,10,Flooded_Trees,86,Yes,Sand,Slow,High,No,Yes,No,No,85
805,Amazon_Mainstem_East,Site_0805,-1.7685,-57.1238,Jun,1983,Flooded_Forest,136288,301,30,Flooded_Shrubs,92,Yes,Organic_Matter,Slow,High,No,Yes,No,No,95
806,Amazon_Mainstem,Site_0806,-3.995,-55.0349,Dec,1982,Macrophyte,60899,175,7,Floating_Macrophytes,79,Yes,Mud,Slow,High,No,No,Yes,Yes,100
807,Amazon_Mainstem_East,Site_0807,-2.6091,-56.5657,Aug,1987,Flooded_Forest,42485,128,6,Flooded_Shrubs,92,Yes,Sand,Slow,Very_High,No,Yes,No,No,100
808,Amazon_Mainstem_West,Site_0808,-4.4451,-71.4243,Sep,1983,River_Channel,3306,1476,30,None,0,No,Clay,Fast,Moderate,Yes,No,No,No,25
809,Amazon_Central,Site_0809,-0.3978,-60.1301,Feb,1989,Open_Water,38166,636,30,None,0,No,Clay,Slow,Moderate,Yes,No,No,No,40
810,Amazon_Central,Site_0810,-6.6603,-71.7621,Mar,1994,Open_Water,36277,689,30,None,0,No,Mud,Slow,Moderate,Yes,No,No,No,40
811,Amazon_Mainstem_West,Site_0811,-0.3625,-63.7319,Feb,1994,Macrophyte,45573,93,30,Floating_Macrophytes,58,Yes,Mud,Slow,Moderate,Yes,Marginal,Yes,Yes,65
812,Amazon_Mainstem,Site_0812,-4.8832,-63.2465,Aug,1987,River_Channel,5433,1196,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
813,Amazon_Central,Site_0813,-6.1643,-67.0019,Aug,1985,Macrophyte,42387,124,12,Emergent_Vegetation,81,Yes,Clay,Slow,Moderate,No,Marginal,Yes,Yes,80
814,Amazon_Central,Site_0814,-0.5219,-56.4451,Dec,1987,River_Channel,3225,1249,30,None,0,No,Clay,Fast,Moderate,Yes,No,No,No,25
815,Amazon_Mainstem_West,Site_0815,-2.1131,-63.4983,Apr,1983,Open_Water,45139,500,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,55
816,Amazon_Mainstem_East,Site_0816,-6.7182,-56.5688,Jan,1989,Macrophyte,69914,63,27,Aquatic_Grasses,87,Yes,Sand,Stagnant,High,Yes,Marginal,Yes,Yes,80
817,Amazon_Mainstem_West,Site_0817,-3.5645,-60.0455,Jan,1983,Open_Water,46708,421,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,55
818,Amazon_Mainstem,Site_0818,-0.7996,-60.3612,Apr,1983,Macrophyte,66610,117,28,Aquatic_Grasses,59,Yes,Mixed,Slow,Moderate,Yes,Marginal,Yes,Yes,80
819,Amazon_Mainstem_East,Site_0819,-6.3066,-61.7941,Sep,1994,Macrophyte,28307,52,5,Floating_Macrophytes,55,Yes,Mixed,Slow,Moderate,No,Marginal,Yes,Yes,65
820,Amazon_Central,Site_0820,-6.9623,-66.1184,Jan,1986,River_Channel,4405,874,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,40
821,Amazon_Mainstem_East,Site_0821,-2.4414,-71.6828,Aug,1989,Flooded_Forest,63561,521,12,Flooded_Shrubs,79,No,Clay,Stagnant,High,No,Yes,No,No,65
822,Amazon_Central,Site_0822,-4.7572,-70.5631,May,1991,Flooded_Forest,71450,519,26,Flooded_Trees,75,No,Mud,Slow,High,No,Yes,No,No,70
823,Amazon_Mainstem_West,Site_0823,-6.4102,-60.108,Apr,1980,Macrophyte,51390,210,29,Floating_Macrophytes,82,Yes,Organic_Matter,Slow,High,Yes,No,Yes,No,100
824,Amazon_Mainstem_West,Site_0824,-2.7755,-68.0069,Oct,1996,River_Channel,5216,440,30,None,0,No,Mud,Fast,Low,Yes,No,No,No,40
825,Amazon_Central,Site_0825,-2.8732,-60.3011,Mar,1983,Macrophyte,47553,86,30,Aquatic_Grasses,54,Yes,Sand,Stagnant,Moderate,Yes,Marginal,Yes,Yes,60
826,Amazon_Central,Site_0826,-6.1719,-62.6189,Nov,1980,Macrophyte,47912,97,13,Floating_Macrophytes,66,Yes,Organic_Matter,Slow,High,No,Marginal,Yes,Yes,95
827,Amazon_Central,Site_0827,-0.8149,-60.3619,Jul,1986,Macrophyte,60672,247,5,Floating_Macrophytes,40,Yes,Sand,Stagnant,Moderate,No,No,Yes,No,75
828,Amazon_Mainstem_West,Site_0828,-1.4108,-54.2885,Jan,1985,River_Channel,5434,1116,30,None,0,No,Sand,Fast,Moderate,Yes,No,No,No,25
829,Amazon_Mainstem_West,Site_0829,-6.3797,-59.9501,Jan,1984,Open_Water,42157,632,30,None,0,No,Mixed,Slow,Moderate,Yes,No,No,No,40
830,Amazon_Central,Site_0830,-5.6134,-57.2469,Oct,1980,Flooded_Forest,40308,489,7,Flooded_Trees,88,Yes,Sand,Slow,High,No,Yes,No,No,85
831,Amazon_Central,Site_0831,-1.2289,-67.4565,Oct,1987,River_Channel,4975,504,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
832,Amazon_Central,Site_0832,-0.5316,-54.8808,Sep,1986,River_Channel,3091,1327,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,40
833,Amazon_Mainstem_West,Site_0833,-1.7872,-61.1093,Mar,1990,River_Channel,4952,1169,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
834,Amazon_Central,Site_0834,-6.2284,-69.1283,Jul,1992,Flooded_Forest,43778,152,2,Flooded_Shrubs,87,No,Mixed,Stagnant,High,No,Yes,No,No,95
835,Amazon_Central,Site_0835,-1.7989,-63.6259,May,1994,Macrophyte,67285,52,20,Emergent_Vegetation,88,Yes,Mud,Slow,High,Yes,Marginal,Yes,Yes,85
836,Amazon_Mainstem,Site_0836,-0.8645,-56.5772,Aug,1991,Open_Water,30094,642,30,None,0,No,Sand,Slow,Low,Yes,No,No,No,40
837,Amazon_Mainstem,Site_0837,-0.5405,-70.1677,Jul,1990,Macrophyte,59374,212,14,Emergent_Vegetation,58,Yes,Mixed,Stagnant,High,No,No,Yes,No,95
838,Amazon_Mainstem_West,Site_0838,-7.3845,-70.6292,Oct,1988,Open_Water,36473,570,30,None,0,No,Mud,Slow,Low,Yes,No,No,No,40
839,Amazon_Central,Site_0839,-6.3652,-71.6879,Nov,1988,Flooded_Forest,38162,585,1,Flooded_Shrubs,78,No,Mud,Stagnant,Very_High,No,Yes,No,No,65
840,Amazon_Mainstem_West,Site_0840,-2.2168,-65.5672,May,1982,Macrophyte,58566,113,26,Floating_Macrophytes,48,Yes,Mixed,Stagnant,Moderate,Yes,Marginal,Yes,Yes,75
841,Amazon_Mainstem_West,Site_0841,-0.2423,-66.2212,Jul,1981,River_Channel,3198,1207,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
842,Amazon_Mainstem_West,Site_0842,-0.9484,-60.2405,Sep,1986,Macrophyte,58874,232,11,Floating_Macrophytes,46,Yes,Mixed,Slow,High,No,No,Yes,No,100
843,Amazon_Mainstem_West,Site_0843,-7.8669,-55.5693,Feb,1985,Open_Water,49101,452,30,None,0,No,Sand,Slow,Moderate,Yes,No,No,No,55
844,Amazon_Mainstem,Site_0844,-4.0598,-55.8723,Mar,1987,Macrophyte,47444,131,30,Floating_Macrophytes,68,Yes,Sand,Stagnant,High,Yes,Marginal,Yes,Yes,95
845,Amazon_Central,Site_0845,-6.6715,-61.1941,Jul,1987,River_Channel,4963,435,30,None,0,No,Clay,Fast,Moderate,Yes,No,No,No,40
846,Amazon_Mainstem,Site_0846,-7.01,-60.1687,Nov,1993,Flooded_Forest,71065,480,4,Flooded_Trees,68,No,Mixed,Slow,High,No,Yes,Marginal,No,85
847,Amazon_Mainstem_East,Site_0847,-7.7748,-70.2298,Sep,1986,River_Channel,3341,460,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,55
848,Amazon_Mainstem,Site_0848,-7.9793,-67.341,Dec,1983,Macrophyte,38433,111,16,Floating_Macrophytes,51,Yes,Organic_Matter,Stagnant,High,Yes,Marginal,Yes,Yes,100
849,Amazon_Central,Site_0849,-2.2423,-62.2899,Feb,1986,River_Channel,5158,496,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,55
850,Amazon_Mainstem,Site_0850,-4.6271,-69.9959,Feb,1979,River_Channel,5863,587,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
851,Amazon_Mainstem,Site_0851,-4.4443,-57.4882,Jul,1991,Open_Water,32389,694,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,40
852,Amazon_Mainstem_West,Site_0852,-0.9689,-56.236,Aug,1981,River_Channel,5355,663,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,40
853,Amazon_Central,Site_0853,-2.0452,-55.5351,Dec,1984,Flooded_Forest,73928,371,13,Flooded_Shrubs,74,No,Mixed,Stagnant,Very_High,No,Yes,No,No,80
854,Amazon_Mainstem_East,Site_0854,-3.3704,-54.6977,Nov,1985,Open_Water,35062,214,30,None,0,No,Organic_Matter,Slow,Moderate,Yes,No,No,No,80
855,Amazon_Mainstem_West,Site_0855,-0.1696,-65.2143,Jun,1982,Flooded_Forest,98624,250,26,Flooded_Trees,92,Yes,Mixed,Stagnant,Very_High,No,Yes,No,No,95
856,Amazon_Mainstem_East,Site_0856,-7.8439,-67.5863,Aug,1981,Macrophyte,39275,89,12,Floating_Macrophytes,86,Yes,Mixed,Slow,High,No,Marginal,Yes,Yes,85
857,Amazon_Central,Site_0857,-7.4816,-68.5131,Jul,1985,Macrophyte,46941,232,11,Floating_Macrophytes,49,Yes,Organic_Matter,Stagnant,Moderate,No,No,Yes,No,85
858,Amazon_Central,Site_0858,-2.0319,-54.3705,Apr,1986,Macrophyte,49343,127,28,Aquatic_Grasses,77,Yes,Mixed,Stagnant,High,Yes,Marginal,Yes,Yes,95
859,Amazon_Mainstem_West,Site_0859,-1.1893,-58.2758,Nov,1985,Macrophyte,36547,177,15,Floating_Macrophytes,52,Yes,Sand,Stagnant,High,No,No,Yes,Yes,95
860,Amazon_Mainstem_West,Site_0860,-0.541,-62.5147,Jun,1986,Macrophyte,49901,220,30,Floating_Macrophytes,46,Yes,Mixed,Slow,Moderate,Yes,No,Yes,No,80
861,Amazon_Mainstem_West,Site_0861,-0.8455,-71.4901,Nov,1982,Open_Water,37458,475,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,55
862,Amazon_Mainstem,Site_0862,-5.5516,-59.0484,May,1995,Open_Water,40005,225,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,70
863,Amazon_Mainstem_West,Site_0863,-3.7655,-59.1806,Jul,1985,River_Channel,4919,500,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,65
864,Amazon_Mainstem_West,Site_0864,-4.4638,-65.7189,Nov,1980,Macrophyte,39473,99,6,Emergent_Vegetation,64,Yes,Mixed,Stagnant,High,No,Marginal,Yes,Yes,80
865,Amazon_Mainstem_West,Site_0865,-0.0142,-60.729,Mar,1989,Macrophyte,57612,152,30,Aquatic_Grasses,70,Yes,Sand,Slow,High,Yes,No,Yes,Yes,100
866,Amazon_Central,Site_0866,-4.3618,-54.3307,Dec,1989,Flooded_Forest,66283,234,8,Flooded_Shrubs,69,No,Sand,Slow,High,No,Yes,Marginal,No,100
867,Amazon_Mainstem_West,Site_0867,-1.0053,-61.5823,Mar,1996,Open_Water,41551,563,30,None,0,No,Sand,Slow,Low,Yes,No,No,No,40
868,Amazon_Central,Site_0868,-6.5851,-65.5559,Jul,1992,River_Channel,5241,1401,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,40
869,Amazon_Central,Site_0869,-7.3341,-58.0457,Oct,1989,Macrophyte,43767,157,6,Aquatic_Grasses,54,Yes,Sand,Stagnant,Moderate,No,No,Yes,Yes,75
870,Amazon_Mainstem,Site_0870,-6.303,-58.0158,Oct,1988,Macrophyte,50040,92,9,Floating_Macrophytes,61,Yes,Organic_Matter,Stagnant,Moderate,No,Marginal,Yes,Yes,70
871,Amazon_Mainstem_East,Site_0871,-4.3169,-71.7337,Aug,1984,Macrophyte,44032,104,10,Aquatic_Grasses,90,Yes,Clay,Slow,Moderate,No,Marginal,Yes,Yes,80
872,Amazon_Mainstem,Site_0872,-5.544,-62.6082,Dec,1991,River_Channel,4683,938,30,None,0,No,Organic_Matter,Fast,Moderate,Yes,No,No,No,35
873,Amazon_Central,Site_0873,-7.9885,-57.7875,Feb,1988,Flooded_Forest,106070,191,26,Flooded_Shrubs,71,No,Clay,Slow,Very_High,No,Yes,No,No,100
874,Amazon_Mainstem_East,Site_0874,-7.4944,-61.6996,Nov,1993,Open_Water,24356,359,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,65
875,Amazon_Mainstem_West,Site_0875,-1.8245,-67.8427,Sep,1985,Open_Water,33319,339,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,55
876,Amazon_Mainstem_East,Site_0876,-0.1345,-54.5058,Dec,1989,Open_Water,24741,668,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,50
877,Amazon_Central,Site_0877,-0.4018,-62.6627,Oct,1984,Macrophyte,43300,237,8,Emergent_Vegetation,72,Yes,Mud,Stagnant,Moderate,No,No,Yes,No,75
878,Amazon_Mainstem,Site_0878,-4.7103,-54.7616,Nov,1995,Flooded_Forest,33574,364,13,Flooded_Shrubs,83,Yes,Clay,Stagnant,High,No,Yes,No,No,80
879,Amazon_Central,Site_0879,-1.49,-62.551,Sep,1987,Macrophyte,44632,217,17,Emergent_Vegetation,77,Yes,Clay,Slow,Moderate,Yes,No,Yes,No,80
880,Amazon_Mainstem,Site_0880,-0.1591,-56.6707,Aug,1986,Open_Water,36135,220,30,None,0,No,Sand,Slow,Moderate,Yes,No,No,No,70
881,Amazon_Mainstem_East,Site_0881,-3.2029,-70.8162,Jan,1992,Open_Water,52959,448,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,65
882,Amazon_Mainstem,Site_0882,-6.8914,-70.871,May,1991,Open_Water,45500,370,30,None,0,No,Mixed,Slow,Low,Yes,No,No,No,55
883,Amazon_Central,Site_0883,-2.6345,-58.3526,Jun,1980,Flooded_Forest,94045,268,27,Flooded_Shrubs,63,No,Sand,Stagnant,Very_High,No,Yes,Marginal,No,95
884,Amazon_Mainstem_East,Site_0884,-6.4635,-60.9712,Mar,1986,Macrophyte,46913,165,28,Floating_Macrophytes,83,Yes,Organic_Matter,Slow,High,Yes,No,Yes,Yes,100
885,Amazon_Mainstem_West,Site_0885,-0.189,-71.3575,Jul,1981,River_Channel,3739,1147,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,40
886,Amazon_Mainstem,Site_0886,-3.595,-60.7687,Mar,1981,River_Channel,5185,881,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,50
887,Amazon_Mainstem_West,Site_0887,-4.635,-58.0789,Jun,1980,Flooded_Forest,96046,262,29,Flooded_Trees,85,No,Mud,Stagnant,Very_High,No,Yes,No,No,95
888,Amazon_Mainstem_East,Site_0888,-3.333,-69.4983,Dec,1979,River_Channel,3425,923,30,None,0,No,Organic_Matter,Fast,Moderate,Yes,No,No,No,35
889,Amazon_Mainstem_West,Site_0889,-3.9628,-66.398,Sep,1987,River_Channel,3068,846,30,None,0,No,Organic_Matter,Fast,Moderate,Yes,No,No,No,35
890,Amazon_Central,Site_0890,-5.4304,-68.862,Apr,1980,Flooded_Forest,75485,129,28,Flooded_Trees,83,Yes,Sand,Slow,High,No,Yes,No,No,100
891,Amazon_Mainstem_West,Site_0891,-0.2092,-69.5789,Jan,1985,Macrophyte,54390,114,24,Aquatic_Grasses,74,Yes,Mud,Stagnant,Moderate,Yes,Marginal,Yes,Yes,75
892,Amazon_Central,Site_0892,-4.7985,-61.663,Feb,1987,Flooded_Forest,163160,544,28,Flooded_Trees,89,Yes,Sand,Slow,Very_High,No,Yes,No,No,70
893,Amazon_Central,Site_0893,-2.121,-71.1524,Feb,1990,Macrophyte,70042,198,26,Floating_Macrophytes,42,Yes,Mixed,Slow,Moderate,Yes,No,Yes,Yes,80
894,Amazon_Mainstem_West,Site_0894,-1.3364,-68.9838,Aug,1987,Macrophyte,54453,150,11,Emergent_Vegetation,42,Yes,Clay,Slow,High,No,No,Yes,Yes,100
895,Amazon_Mainstem,Site_0895,-2.2649,-64.8492,Apr,1994,Macrophyte,58221,196,30,Floating_Macrophytes,60,Yes,Mud,Slow,Moderate,Yes,No,Yes,Yes,80
896,Amazon_Mainstem,Site_0896,-3.6878,-64.5075,Jul,1982,Open_Water,29618,509,30,None,0,No,Clay,Slow,Moderate,Yes,No,No,No,40
897,Amazon_Central,Site_0897,-2.3814,-56.1253,Aug,1993,Flooded_Forest,69706,319,13,Flooded_Shrubs,63,Yes,Clay,Stagnant,High,No,Yes,Marginal,No,80
898,Amazon_Mainstem_West,Site_0898,-4.5532,-61.5737,Jan,1991,River_Channel,4951,964,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,40
899,Amazon_Mainstem_East,Site_0899,-7.3909,-62.1967,Apr,1991,Flooded_Forest,96804,585,30,Flooded_Shrubs,78,No,Sand,Slow,Very_High,No,Yes,No,No,70
900,Amazon_Mainstem,Site_0900,-2.1453,-54.9765,Apr,1996,Flooded_Forest,167785,269,29,Flooded_Trees,89,Yes,Sand,Slow,High,No,Yes,No,No,100
901,Amazon_Mainstem_West,Site_0901,-5.196,-58.8592,Apr,1987,Open_Water,40631,440,30,None,0,No,Sand,Slow,Low,Yes,No,No,No,55
902,Amazon_Mainstem,Site_0902,-3.8481,-64.1921,Nov,1988,Flooded_Forest,56573,428,8,Flooded_Trees,69,Yes,Sand,Slow,High,No,Yes,Marginal,No,85
903,Amazon_Central,Site_0903,-5.6085,-66.9857,Aug,1991,Open_Water,28700,692,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
904,Amazon_Mainstem_West,Site_0904,-7.2333,-61.1356,Dec,1982,Open_Water,25343,437,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,65
905,Amazon_Mainstem_East,Site_0905,-0.0479,-65.3794,Nov,1989,Flooded_Forest,83541,373,5,Flooded_Shrubs,71,Yes,Sand,Slow,Very_High,No,Yes,No,No,85
906,Amazon_Central,Site_0906,-2.2945,-57.6583,May,1986,Macrophyte,57429,171,30,Emergent_Vegetation,59,Yes,Mixed,Slow,High,Yes,No,Yes,Yes,100
907,Amazon_Mainstem_West,Site_0907,-3.7097,-60.6278,Feb,1979,Flooded_Forest,94931,537,25,Flooded_Shrubs,90,Yes,Mixed,Slow,High,No,Yes,No,No,70
908,Amazon_Central,Site_0908,-1.113,-59.1981,Aug,1979,Open_Water,32184,362,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,65
909,Amazon_Mainstem_West,Site_0909,-0.9015,-62.0656,Nov,1986,Open_Water,26364,392,30,None,0,No,Organic_Matter,Slow,Low,Yes,No,No,No,65
910,Amazon_Mainstem_East,Site_0910,-2.8134,-60.997,May,1983,River_Channel,5375,696,30,None,0,No,Mixed,Fast,Low,Yes,No,No,No,25
911,Amazon_Mainstem_East,Site_0911,-7.247,-64.5492,Nov,1983,Flooded_Forest,86417,417,13,Flooded_Shrubs,68,Yes,Mud,Stagnant,Very_High,No,Yes,Marginal,No,80
912,Amazon_Mainstem_West,Site_0912,-6.7704,-56.1877,Jan,1993,Macrophyte,45736,102,22,Emergent_Vegetation,74,Yes,Mixed,Stagnant,Moderate,Yes,Marginal,Yes,Yes,75
913,Amazon_Mainstem,Site_0913,-1.362,-54.7443,Jun,1986,Macrophyte,55327,187,26,Floating_Macrophytes,61,Yes,Organic_Matter,Stagnant,High,Yes,No,Yes,Yes,100
914,Amazon_Central,Site_0914,-5.2381,-63.1639,Nov,1988,River_Channel,4907,872,30,None,0,No,Mixed,Fast,Low,Yes,No,No,No,25
915,Amazon_Mainstem,Site_0915,-4.6052,-63.4947,Feb,1995,Macrophyte,46752,239,21,Aquatic_Grasses,78,Yes,Mud,Slow,High,Yes,No,Yes,No,100
916,Amazon_Central,Site_0916,-2.9156,-66.9907,Oct,1994,River_Channel,4013,413,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,55
917,Amazon_Mainstem_West,Site_0917,-0.645,-70.7765,Feb,1982,Flooded_Forest,153741,211,25,Flooded_Shrubs,77,Yes,Sand,Slow,High,No,Yes,No,No,100
