record_id,plant_type,soil_ph,soil_nitrogen_ppm,soil_phosphorus_ppm,soil_potassium_ppm,soil_moisture_percent,soil_organic_carbon_percent,soil_temperature_celsius,air_temperature_celsius,topsoil_depth_cm,slope_degrees,elevation_meters,erosion_level,sunlight_hours,rainfall_mm,drainage_quality,soil_texture,compaction_level,previous_crop,days_since_last_crop,fertilizer_applied,will_thrive,growth_rate_percent,yield_quality
860,Tomato,6.39,97,37,41,94,7.79,2.6,-4.2,78,41,1849,Moderate,6.3,86,Good,Sandy_Loam,Moderate,Vegetable,107,No,Yes,74,Good
861,Strawberry,4.79,54,64,118,88,3.65,22.4,43.7,128,39,1064,High,6.0,213,Excellent,Clay_Loam,Moderate,Vegetable,350,Yes,No,42,Fair
862,Sunflower,6.97,131,15,74,63,13.3,40.4,34.2,147,45,533,Low,10.8,33,Very_Poor,Clay_Loam,None,Soybean,13,Yes,Yes,69,Good
863,Sunflower,5.16,79,35,16,62,6.26,28.0,23.7,14,22,2946,Low,8.1,169,Poor,Clay,High,Wheat,183,No,Yes,60,Good
864,Oak_Tree,6.04,105,38,68,82,12.35,36.4,4.8,106,33,2069,None,12.7,194,Good,Clay,Low,Soybean,265,No,Yes,94,Excellent
865,Corn,7.33,34,18,6,98,14.5,2.3,34.4,70,26,1230,None,5.4,28,Poor,Loamy,None,Soybean,361,No,Yes,79,Good
866,Pumpkin,6.42,110,17,32,91,4.75,41.6,31.7,108,38,2342,None,8.8,20,Excellent,Sandy,High,Corn,55,Yes,Yes,96,Excellent
867,Oak_Tree,7.19,3,58,51,43,14.51,43.2,18.2,32,25,1396,None,5.9,109,Very_Poor,Clay_Loam,None,None,314,Yes,Yes,83,Excellent
868,Sunflower,8.66,13,90,75,8,13.87,39.8,32.3,81,39,1039,Severe,4.4,221,Moderate,Sandy_Loam,Low,Vegetable,32,No,No,23,Poor
869,Pine_Tree,8.46,109,44,26,16,14.66,-0.4,41.1,12,43,1445,Moderate,9.7,102,Good,Silty,Low,Corn,147,No,No,12,Very_Poor
870,Carrot,7.96,100,6,86,40,10.26,2.3,44.1,125,3,2289,None,9.6,255,Very_Poor,Sandy_Loam,Moderate,Soybean,139,No,No,43,Fair
871,Oak_Tree,8.33,96,32,87,81,8.71,44.4,2.8,124,39,944,Moderate,2.2,35,Moderate,Sandy_Loam,High,None,13,No,No,50,Fair
872,Lettuce,6.61,90,27,120,63,4.79,14.6,15.7,22,0,764,Low,5.4,245,Good,Silty,None,Corn,37,No,Yes,95,Excellent
873,Pumpkin,6.96,21,13,70,45,8.37,20.8,21.3,62,34,2948,None,10.4,280,Moderate,Sandy_Loam,None,None,143,No,Yes,90,Excellent
874,Potato,6.13,38,0,109,32,10.95,37.9,19.0,138,11,1823,Moderate,11.8,141,Moderate,Clay,None,Soybean,354,No,Yes,61,Good
875,Carrot,7.42,67,85,64,63,4.36,1.8,21.6,149,39,53,None,17.8,197,Poor,Loamy,None,Soybean,281,No,Yes,98,Excellent
876,Apple_Tree,4.46,100,8,28,51,5.91,28.6,35.4,149,37,9,None,2.7,238,Moderate,Silty,Low,Wheat,12,Yes,No,46,Fair
877,Pumpkin,4.47,37,93,96,27,6.78,22.2,19.5,66,6,622,None,17.7,248,Good,Sandy_Loam,Moderate,Fallow,340,No,No,50,Fair
878,Oak_Tree,4.22,87,64,17,91,10.0,32.7,5.1,17,25,2549,Moderate,11.8,275,Moderate,Silty,Low,Wheat,179,Yes,Yes,80,Excellent
879,Potato,8.83,19,50,59,48,10.96,44.6,31.1,89,40,2023,None,13.4,104,Poor,Clay,High,Soybean,50,No,No,16,Very_Poor
880,Pine_Tree,8.33,116,5,90,17,9.56,15.0,14.2,60,8,2559,None,16.3,157,Excellent,Clay_Loam,Low,None,160,No,Yes,67,Good
881,Cotton,6.08,110,38,111,77,5.03,26.9,26.3,61,45,1363,Moderate,15.4,126,Moderate,Sandy,Low,Wheat,15,Yes,Yes,94,Excellent
882,Rice,4.48,73,11,115,0,6.37,18.0,-4.0,92,0,844,None,9.7,79,Good,Silty,None,Wheat,15,No,No,48,Fair
883,Pine_Tree,8.51,37,81,63,24,14.91,12.6,1.9,22,35,2246,High,8.8,10,Very_Poor,Sandy_Loam,High,Fallow,150,Yes,No,24,Poor
884,Tomato,6.66,75,72,82,58,12.95,2.4,27.6,15,4,2564,Severe,3.8,207,Very_Poor,Sandy,High,Fallow,246,Yes,Yes,62,Good
885,Strawberry,7.7,95,15,53,37,9.29,6.9,-3.1,65,18,1898,None,10.6,277,Good,Clay,None,None,255,No,No,53,Fair
886,Corn,6.35,9,96,78,59,7.22,-2.1,3.1,21,27,1033,High,17.1,154,Very_Poor,Loamy,None,Fallow,292,Yes,No,39,Poor
887,Tomato,7.55,76,99,81,7,7.18,16.6,21.0,41,38,1264,Low,17.0,290,Moderate,Clay,None,Vegetable,181,No,No,49,Fair
888,Soybean,4.28,81,100,31,13,11.16,16.1,37.2,54,40,2294,Low,2.2,82,Poor,Sandy,Moderate,Soybean,231,No,No,19,Very_Poor
889,Rice,6.4,74,75,100,44,14.92,16.5,27.9,46,34,2489,Severe,12.5,208,Moderate,Sandy,Low,None,319,Yes,Yes,79,Good
890,Rice,4.44,20,58,35,90,0.75,42.6,22.1,67,10,1228,Severe,6.4,123,Excellent,Sandy_Loam,Low,Soybean,59,No,No,56,Fair
891,Oak_Tree,4.99,50,56,15,41,5.05,2.3,37.7,49,17,1615,Severe,9.6,33,Good,Clay,Low,Vegetable,338,No,Yes,61,Good
892,Cotton,6.76,70,91,14,54,13.4,44.9,27.5,13,27,2368,Severe,10.0,157,Moderate,Clay,Moderate,Vegetable,9,No,Yes,81,Excellent
893,Pine_Tree,5.93,9,19,62,36,8.55,16.5,32.1,65,3,2839,Low,5.1,147,Poor,Clay,High,Soybean,24,No,No,52,Fair
894,Wheat,5.6,142,54,106,90,5.91,39.1,43.2,36,32,1584,High,10.4,278,Excellent,Silty,Moderate,Corn,154,No,No,44,Fair
895,Potato,8.98,32,6,79,1,7.55,23.1,43.2,109,10,788,Severe,10.0,250,Very_Poor,Clay,Moderate,Fallow,283,No,No,0,Very_Poor
896,Carrot,7.45,6,30,43,41,3.97,17.4,42.0,88,25,2035,Severe,11.3,147,Excellent,Sandy_Loam,High,Soybean,39,No,No,25,Poor
897,Strawberry,8.39,114,65,67,33,10.51,40.7,33.8,41,15,2857,High,14.5,242,Very_Poor,Clay,High,Soybean,154,Yes,No,6,Very_Poor
898,Carrot,8.19,104,41,11,99,10.28,32.0,39.3,92,25,1688,High,4.9,133,Very_Poor,Loamy,Low,Fallow,252,No,No,42,Fair
899,Apple_Tree,4.26,26,0,39,71,13.86,25.1,43.9,98,20,1881,Moderate,10.9,225,Very_Poor,Sandy_Loam,Moderate,Corn,217,No,No,30,Poor
900,Cotton,8.24,108,17,53,8,12.33,42.6,23.4,30,13,623,High,15.5,171,Very_Poor,Clay_Loam,High,Vegetable,120,No,No,41,Fair
901,Pumpkin,4.09,120,61,87,66,11.7,18.6,18.4,88,6,325,None,13.9,28,Excellent,Clay,Low,Wheat,231,No,Yes,86,Excellent
902,Sunflower,5.62,134,44,74,24,13.93,18.3,33.6,87,3,165,High,17.2,71,Poor,Clay,Low,Corn,365,Yes,Yes,62,Good
903,Apple_Tree,8.16,26,29,20,23,14.37,21.5,35.2,96,31,2147,Low,10.4,2,Good,Silty,Moderate,Fallow,362,No,No,9,Very_Poor
904,Pumpkin,6.35,137,7,72,98,4.98,33.9,31.8,100,10,1123,High,9.3,141,Poor,Clay_Loam,None,Wheat,342,Yes,Yes,100,Excellent
905,Tomato,5.38,44,93,111,12,9.13,4.8,12.9,136,5,88,Moderate,16.0,78,Moderate,Clay,None,Fallow,361,Yes,No,11,Very_Poor
906,Rice,6.01,3,52,75,33,6.08,37.6,3.3,15,14,830,Moderate,13.1,187,Poor,Clay,Moderate,Vegetable,48,No,No,11,Very_Poor
907,Rice,6.19,147,19,119,89,5.73,38.9,35.8,43,28,2942,Severe,10.7,246,Good,Clay_Loam,Moderate,Vegetable,127,No,Yes,75,Good
908,Pine_Tree,4.26,16,48,8,40,13.55,26.3,0.2,127,10,1861,Low,3.0,109,Excellent,Clay,None,None,283,No,Yes,70,Good
909,Rice,8.22,104,37,40,34,13.3,7.4,-5.0,43,15,799,None,5.3,169,Excellent,Clay_Loam,Low,Soybean,48,No,No,34,Poor
910,Sunflower,8.08,65,68,81,32,4.18,17.0,40.3,51,10,2003,Severe,9.9,243,Excellent,Sandy_Loam,Low,Soybean,342,No,No,39,Poor
911,Tomato,5.15,26,76,50,1,13.34,1.1,23.8,94,20,2053,High,2.0,11,Good,Clay,Low,Soybean,127,Yes,No,39,Poor
912,Sunflower,5.33,45,74,101,36,7.18,43.0,31.5,108,9,868,None,11.3,38,Good,Clay_Loam,High,Corn,35,Yes,No,57,Fair
913,Apple_Tree,6.05,18,35,92,31,0.37,28.1,1.0,94,41,743,None,5.8,220,Poor,Sandy,Moderate,Corn,3,Yes,No,47,Fair
914,Pine_Tree,6.42,52,54,73,25,2.59,19.2,3.8,84,20,414,None,14.1,203,Good,Clay_Loam,Moderate,Soybean,189,Yes,Yes,90,Excellent
915,Cotton,8.3,81,64,62,8,0.42,-4.1,30.3,79,15,2510,Moderate,14.7,218,Good,Loamy,High,Soybean,110,No,Yes,67,Good
916,Wheat,6.77,98,56,61,96,10.14,-2.7,0.7,105,12,261,High,7.4,21,Moderate,Clay_Loam,Low,Fallow,151,Yes,Yes,75,Good
917,Sunflower,5.62,110,69,16,25,1.89,29.8,35.0,142,17,2157,Low,7.3,95,Moderate,Sandy,Low,Soybean,189,No,Yes,80,Excellent
918,Corn,8.69,26,14,29,90,1.56,42.7,11.9,111,45,309,Moderate,5.4,28,Moderate,Clay,High,Corn,200,Yes,No,31,Poor
919,Potato,4.17,63,96,78,44,10.54,21.5,30.7,118,31,2919,Low,16.9,149,Excellent,Clay,Moderate,Wheat,145,Yes,No,45,Fair
920,Strawberry,8.93,93,93,46,8,7.02,21.5,39.1,131,0,1190,None,12.6,24,Very_Poor,Sandy_Loam,Moderate,Fallow,178,Yes,No,20,Poor
921,Oak_Tree,6.39,64,90,114,97,8.72,6.6,9.8,32,5,867,Severe,4.8,64,Excellent,Silty,Low,Corn,356,Yes,Yes,95,Excellent
922,Strawberry,7.47,27,11,97,82,9.52,12.9,3.7,44,18,2333,None,8.7,77,Good,Sandy_Loam,High,Fallow,168,Yes,No,45,Fair
923,Apple_Tree,5.94,60,69,36,27,9.79,18.7,11.8,145,10,2607,High,12.5,39,Very_Poor,Silty,Low,Soybean,215,Yes,Yes,68,Good
924,Wheat,4.46,109,30,54,32,6.2,9.2,7.9,150,5,659,Moderate,10.0,94,Moderate,Clay_Loam,High,Soybean,114,No,No,40,Fair
925,Sunflower,7.46,13,55,12,94,13.28,35.0,12.5,18,28,2971,High,8.9,287,Poor,Sandy,None,None,28,No,No,46,Fair
926,Cotton,7.93,12,89,37,94,7.56,33.1,25.0,30,30,690,Severe,15.9,63,Excellent,Loamy,Low,Corn,144,No,Yes,93,Excellent
927,Tomato,6.34,99,1,64,2,5.68,15.4,-1.9,32,14,1715,None,14.9,86,Poor,Clay_Loam,None,Wheat,125,No,Yes,60,Good
928,Cotton,5.23,135,72,6,39,1.4,34.2,-3.0,48,38,1724,Severe,2.2,27,Very_Poor,Clay_Loam,Low,Corn,169,No,No,21,Poor
929,Cotton,6.87,144,0,114,95,2.73,2.4,19.9,81,24,1756,High,15.7,100,Very_Poor,Clay_Loam,Moderate,Soybean,63,Yes,Yes,62,Good
930,Oak_Tree,8.1,119,4,72,86,2.57,43.9,18.7,97,24,2136,High,8.3,203,Excellent,Sandy,None,Soybean,24,Yes,Yes,80,Excellent
931,Pumpkin,4.14,133,68,3,93,8.68,24.1,27.0,69,22,2112,Severe,12.5,58,Very_Poor,Clay_Loam,High,Soybean,94,No,No,55,Fair
932,Carrot,4.42,37,74,22,82,5.03,7.6,37.7,67,38,1073,Low,9.4,143,Good,Clay_Loam,Low,None,233,Yes,No,46,Fair
933,Rice,7.15,125,53,73,96,0.54,0.5,34.4,142,42,1953,Severe,3.8,9,Poor,Loamy,Low,Soybean,4,No,Yes,64,Good
934,Strawberry,5.99,136,41,72,76,11.68,36.3,-2.5,41,36,2803,High,10.4,56,Poor,Clay,None,Vegetable,223,No,Yes,63,Good
935,Carrot,7.61,89,62,115,100,12.35,11.4,-6.7,102,13,1992,High,4.3,232,Good,Loamy,None,None,178,Yes,Yes,65,Good
936,Cotton,5.56,54,47,115,54,4.85,12.8,39.9,77,44,1178,Low,16.4,49,Very_Poor,Sandy_Loam,Moderate,Wheat,215,Yes,No,50,Fair
937,Oak_Tree,8.23,54,50,17,16,11.91,33.4,-5.4,137,43,2835,Moderate,11.3,97,Poor,Silty,None,None,241,No,No,16,Very_Poor
938,Potato,6.07,42,65,38,56,13.83,10.1,23.7,64,10,2044,High,11.4,170,Poor,Loamy,Moderate,Wheat,221,Yes,Yes,90,Excellent
939,Lettuce,8.27,84,51,65,85,3.3,2.0,42.1,14,31,1850,Moderate,13.8,200,Very_Poor,Sandy,High,Soybean,219,Yes,No,3,Very_Poor
940,Soybean,5.77,28,100,111,91,9.94,38.1,33.8,127,22,706,Severe,3.2,81,Very_Poor,Clay,None,Vegetable,198,Yes,No,51,Fair
941,Pine_Tree,7.69,13,22,74,35,13.28,-4.4,5.4,73,38,1545,High,17.3,288,Moderate,Clay_Loam,Moderate,Wheat,29,No,No,42,Fair
942,Potato,7.73,129,91,75,52,1.63,11.0,-3.1,58,45,1141,High,5.8,243,Excellent,Silty,High,Fallow,153,No,No,32,Poor
943,Soybean,7.44,41,17,54,44,13.87,1.4,18.5,20,25,1025,None,16.7,163,Moderate,Clay,Low,Soybean,325,No,Yes,67,Good
944,Corn,8.48,145,12,33,94,3.76,8.2,6.6,81,14,1622,Severe,7.9,94,Poor,Sandy_Loam,Low,Vegetable,316,No,No,53,Fair
945,Lettuce,4.08,132,22,3,33,5.65,43.2,4.9,105,43,2936,Low,5.7,256,Excellent,Loamy,High,Soybean,311,No,No,25,Poor
946,Cotton,4.39,112,61,78,53,13.65,15.8,33.9,91,29,2762,None,15.1,75,Excellent,Loamy,None,Vegetable,82,Yes,Yes,88,Excellent
947,Potato,8.05,50,1,70,71,0.87,7.2,-7.7,132,42,515,Low,10.5,235,Good,Silty,High,Vegetable,50,No,No,22,Poor
948,Tomato,5.86,59,44,120,48,13.87,29.1,32.1,32,33,71,Severe,7.2,140,Moderate,Silty,None,Corn,126,No,No,44,Fair
949,Wheat,5.34,8,37,13,25,3.94,41.1,8.4,98,36,408,Severe,4.0,137,Good,Loamy,Moderate,Vegetable,217,No,No,17,Very_Poor
950,Corn,6.21,56,44,24,32,9.66,-4.2,6.3,65,30,932,None,18.0,57,Excellent,Clay_Loam,High,None,277,Yes,No,50,Fair
951,Cotton,6.87,76,25,29,15,4.37,34.1,31.0,93,1,2647,None,11.0,233,Very_Poor,Silty,Low,Corn,20,Yes,Yes,72,Good
952,Cotton,7.06,64,68,20,35,9.24,3.8,39.6,117,0,843,None,6.6,3,Excellent,Clay,Low,Wheat,187,Yes,Yes,86,Excellent
953,Soybean,6.06,41,37,82,11,6.13,30.9,41.1,108,40,2517,High,2.8,246,Poor,Sandy,Moderate,Wheat,126,No,No,33,Poor
954,Potato,5.06,49,76,72,67,5.97,30.4,26.6,84,16,503,High,15.9,101,Very_Poor,Silty,High,None,139,No,No,38,Poor
955,Pine_Tree,7.27,48,33,42,53,3.66,18.7,8.9,83,41,2638,None,7.1,168,Very_Poor,Clay_Loam,None,Corn,180,No,Yes,64,Good
956,Oak_Tree,4.71,137,40,118,77,1.76,27.4,39.6,130,9,378,Severe,10.6,94,Excellent,Clay,Moderate,Vegetable,148,Yes,No,57,Fair
957,Sunflower,4.84,120,26,100,38,12.4,40.8,16.6,16,7,2703,Severe,14.0,262,Excellent,Clay_Loam,Low,Corn,102,Yes,No,51,Fair
958,Pumpkin,7.93,134,84,96,10,4.84,-2.4,31.3,17,21,1731,Severe,13.1,273,Excellent,Sandy,None,Soybean,316,Yes,No,55,Fair
959,Pumpkin,5.03,66,93,15,81,1.43,8.7,-1.9,95,26,735,Severe,7.4,49,Very_Poor,Sandy_Loam,High,Fallow,236,No,No,25,Poor
960,Apple_Tree,8.42,54,74,20,91,9.49,18.5,28.1,71,21,1249,Severe,3.2,105,Very_Poor,Sandy_Loam,Moderate,Vegetable,6,No,No,55,Fair
961,Rice,8.02,120,43,27,13,13.66,40.2,13.8,35,3,260,High,7.0,198,Moderate,Clay,Moderate,Fallow,33,No,No,26,Poor
962,Carrot,6.09,28,10,72,40,5.5,3.7,7.5,63,32,2543,Severe,9.6,209,Good,Clay_Loam,Low,None,213,Yes,Yes,66,Good
963,Corn,7.48,35,24,71,99,11.47,0.7,15.8,42,27,2548,Low,12.0,53,Excellent,Sandy,High,Fallow,268,Yes,Yes,68,Good
964,Tomato,4.54,92,83,26,60,4.3,35.6,43.2,103,21,59,Severe,17.4,211,Moderate,Loamy,High,Vegetable,321,Yes,No,34,Poor
965,Carrot,6.13,80,29,93,87,10.3,20.8,-0.6,28,36,1937,High,4.8,92,Excellent,Sandy_Loam,Low,Fallow,317,No,Yes,70,Good
966,Carrot,7.19,80,23,11,81,6.39,25.7,15.4,17,0,799,High,16.8,124,Good,Loamy,High,Soybean,223,Yes,Yes,84,Excellent
967,Apple_Tree,7.52,35,55,37,91,11.55,-1.7,-2.1,33,16,1615,Severe,4.7,163,Good,Clay_Loam,Low,Soybean,249,Yes,No,49,Fair
968,Potato,6.46,57,17,84,26,3.84,30.0,31.0,117,28,2169,Moderate,10.8,69,Excellent,Sandy_Loam,None,Corn,272,No,Yes,67,Good
969,Cotton,5.01,32,89,33,72,0.29,19.3,37.5,85,29,723,Severe,4.1,49,Moderate,Sandy,Moderate,Fallow,64,Yes,No,43,Fair
970,Lettuce,7.55,62,65,116,15,7.71,10.0,43.6,150,37,2716,Moderate,6.3,184,Poor,Sandy_Loam,High,Corn,0,Yes,No,18,Very_Poor
971,Tomato,5.37,80,98,90,76,6.81,5.7,29.8,72,2,2566,High,17.4,264,Good,Clay,Moderate,Corn,5,No,Yes,64,Good
972,Pumpkin,6.56,10,21,99,21,12.11,32.1,36.8,50,14,2720,Severe,2.4,206,Very_Poor,Loamy,High,Vegetable,195,Yes,No,32,Poor
973,Strawberry,5.8,40,50,40,45,4.75,8.6,21.5,39,33,1983,Moderate,3.8,224,Moderate,Loamy,Low,Wheat,79,No,Yes,66,Good
974,Carrot,5.2,86,81,76,13,14.73,38.7,3.9,113,15,2437,Severe,15.6,183,Very_Poor,Sandy,High,Corn,77,No,No,5,Very_Poor
975,Sunflower,6.61,63,97,66,21,11.4,37.7,0.0,108,34,1395,Severe,11.6,10,Good,Sandy,None,Wheat,299,No,No,49,Fair
976,Cotton,8.42,101,5,4,44,4.71,-1.3,3.1,35,27,798,None,17.7,215,Good,Clay,High,Wheat,219,Yes,Yes,74,Good
977,Apple_Tree,7.83,65,77,33,66,11.96,20.0,32.4,129,24,2087,Moderate,9.9,291,Very_Poor,Loamy,High,Corn,227,Yes,No,40,Fair
978,Sunflower,8.42,81,53,99,57,4.83,36.4,44.3,43,33,2123,None,10.2,52,Very_Poor,Loamy,Moderate,None,155,No,No,39,Poor
979,Apple_Tree,4.48,123,30,4,70,6.09,-0.3,14.3,85,1,905,High,3.7,58,Very_Poor,Loamy,Low,Wheat,134,Yes,Yes,71,Good
980,Corn,5.89,119,38,110,72,11.74,2.0,11.9,37,38,279,None,7.6,14,Good,Silty,Low,Vegetable,263,No,Yes,81,Excellent
981,Cotton,4.07,80,68,19,76,11.24,25.7,15.9,54,3,2269,Severe,9.5,277,Very_Poor,Clay_Loam,None,Wheat,10,Yes,No,46,Fair
982,Pine_Tree,5.63,111,63,22,0,2.3,28.8,2.9,138,9,491,Severe,7.2,207,Good,Clay,High,Vegetable,11,Yes,Yes,80,Excellent
983,Wheat,4.46,105,27,8,95,8.77,32.2,40.2,32,37,1857,Low,15.9,188,Poor,Clay,None,Corn,161,No,No,47,Fair
984,Cotton,8.1,150,78,5,27,10.66,20.5,26.3,108,16,1984,Moderate,15.3,23,Excellent,Sandy_Loam,High,Wheat,264,No,Yes,73,Good
985,Corn,5.8,119,24,60,68,2.45,18.2,9.8,107,41,2724,Severe,11.0,47,Very_Poor,Silty,Moderate,Corn,73,No,No,39,Poor
986,Rice,5.28,51,57,36,93,4.39,31.7,-10.0,96,23,2833,None,2.9,200,Very_Poor,Sandy_Loam,Low,None,98,Yes,No,57,Fair
987,Pumpkin,6.15,117,99,105,63,10.98,43.6,44.1,94,24,189,Moderate,14.3,37,Excellent,Loamy,None,Soybean,92,Yes,Yes,93,Excellent
988,Cotton,4.02,47,86,111,57,6.61,27.9,42.6,52,24,1993,Low,13.9,239,Excellent,Clay_Loam,Low,Fallow,157,Yes,No,51,Fair
989,Carrot,7.64,15,11,100,23,12.43,37.1,2.6,50,22,1927,High,14.4,283,Moderate,Sandy_Loam,High,Vegetable,239,No,No,5,Very_Poor
990,Sunflower,5.47,147,54,4,33,11.04,19.7,29.2,137,39,2312,Moderate,12.7,35,Very_Poor,Loamy,High,Corn,118,Yes,No,37,Poor
991,Carrot,5.09,134,43,39,83,7.73,42.0,33.5,86,26,1474,None,3.4,123,Moderate,Loamy,None,Fallow,15,No,Yes,75,Good
992,Corn,6.37,5,40,29,56,3.81,0.9,28.4,139,17,2199,None,4.2,110,Very_Poor,Clay,Moderate,None,154,No,Yes,64,Good
993,Pine_Tree,6.65,34,73,41,18,7.13,6.4,38.0,31,13,294,Severe,11.6,2,Very_Poor,Loamy,None,Wheat,273,No,No,16,Very_Poor
994,Oak_Tree,5.96,120,32,97,95,6.31,-4.7,-6.7,101,15,737,Moderate,5.6,277,Moderate,Sandy_Loam,High,Wheat,98,Yes,Yes,66,Good
995,Corn,6.87,43,85,89,46,11.12,22.9,17.5,146,19,2006,Moderate,10.2,186,Excellent,Silty,High,Fallow,29,No,Yes,78,Good
996,Strawberry,5.97,108,41,67,95,9.7,13.1,31.3,46,41,2221,Moderate,11.7,213,Moderate,Sandy_Loam,Moderate,Wheat,301,No,No,59,Fair
997,Oak_Tree,6.14,11,48,58,55,12.86,2.2,24.1,137,37,884,Moderate,13.5,61,Moderate,Silty,High,None,179,Yes,No,54,Fair
998,Strawberry,6.49,77,75,35,63,7.49,4.7,-3.6,121,5,1169,Low,13.7,47,Moderate,Sandy,Moderate,Soybean,303,Yes,Yes,87,Excellent
999,Apple_Tree,5.79,47,31,65,28,5.3,16.6,40.9,149,40,2300,High,3.3,6,Excellent,Loamy,Moderate,Fallow,16,Yes,No,53,Fair
1000,Sunflower,5.03,49,37,85,27,8.94,10.6,28.0,136,43,444,High,11.0,161,Good,Clay_Loam,High,Soybean,20,No,No,37,Poor
